순번,단지명,회사명,시군구,소재지,전화번호,종업원수,대표업종번호,업종번호,업종명,생산품
139,,주식회사 류.씨.은,강화군,인천광역시 강화군 불은면 덕진로 262-1 외 3필지,032-864-0400,27,32091,"32029, 32091",금속 가구 제조업 외 1 종,"파티션, 철재OA, 사무용책상"
140,,강화섬김치,강화군,인천광역시 강화군 선원면 시리미로237번길 1 (강화섬김치) (총 3 필지) 외 2필지,032-932-0030,17,10301,"10301, 10302",김치류 제조업 외 1 종,김치
141,,(주)두올,강화군,인천광역시 강화군 강화읍 강화대로192번길 5 외 5필지,032-932-0155,91,13221,"13221, 13223",침구 및 관련제품 제조업 외 1 종,"자동차 시트카바, 침대포, 커튼"
142,,농업회사법인 강화초록식품주식회사,강화군,인천광역시 강화군 교동면 교동동로471번길 6-54,032-932-2797,5,10797,10797,건강기능식품 제조업,"경옥고, 경옥환"
143,,유니일렉트로닉스,강화군,인천광역시 강화군 강화읍 당골길 40,032-932-3996,6,26292,26292,전자저항기 제조업,전자부품(저항기)
144,,농업회사법인(주)이에스강화농산,강화군,인천광역시 강화군 하점면 강화서로 579 (총 8 필지),032-932-6633,7,10611,10611,곡물 도정업,쌀(지대미)
145,,중앙코팅,강화군,인천광역시 강화군 송해면 전망대로423번길 84-15 외 5필지,032-932-7831,10,17124,17124,"적층, 합성 및 특수표면처리 종이 제조업",PE코팅지
146,,농업회사법인(주)대영티엠알,강화군,인천광역시 강화군 선원면 연동로 220 외 1필지,032-932-7838,1,20312,20312,복합비료 및 기타 화학비료 제조업,토양미생물제
147,,교동레미콘(주),강화군,인천광역시 강화군 교동면 교동남로 316 (교동레미콘),032-932-8318,4,23322,23322,레미콘 제조업,레미콘
148,,농업회사법인 주식회사 순무명가,강화군,인천광역시 강화군 강화읍 동문로142번길 43,032-932-8333,5,10301,"10301, 10302",김치류 제조업 외 1 종,순무김치
149,,대덕산업,강화군,인천광역시 강화군 내가면 강화서로 416,032-932-8384,4,22299,22299,그 외 기타 플라스틱 제품 제조업,멜라민식기
150,,(주)대신아이티에스,강화군,인천광역시 강화군 선원면 연동로 49,032-932-8632,17,32029,32029,기타 목재가구 제조업,목재가구
151,,농업회사법인 주식회사 산애들애,강화군,인천광역시 강화군 내가면 중앙로 1181,032-932-9898,6,10799,"10792, 10799",그 외 기타 식료품 제조업 외 1 종,"쑥엑기스, 쑥환, 쑥차 등"
152,,대동방재,강화군,인천광역시 강화군 선원면 선행리 130-3번지,032-933-0177,11,20499,"20495, 20499",그 외 기타 분류 안된 화학제품 제조업 외 1 종,소화기용조제품
153,,대건직물(새마을 공장),강화군,인천광역시 강화군 강화읍 옥림리 964번지,032-933-0591,3,13211,13211,면직물 직조업,면직물(기저귀)
154,,강화한우영농조합법인,강화군,인천광역시 강화군 불은면 불은북로 55,032-933-0633,4,10801,"10801, 10802",배합 사료 제조업 외 1 종,조사료생산
155,,(주)닉스,강화군,인천광역시 강화군 선원면 대문고개로 138,032-933-0875,10,13221,"13221, 32011",침구 및 관련제품 제조업 외 1 종,"누비제품, 침대매트릭스"
156,,이원제지,강화군,인천광역시 강화군 송해면 강화대로 751-27,032-933-1108,3,17902,17902,위생용 종이제품 제조업,점보롤 화장지
157,,삼광엔지니어링,강화군,인천광역시 강화군 하점면 고려산로 553-2 외 3필지,032-933-1831,9,25122,"25122, 25123",금속탱크 및 저장용기 제조업 외 1 종,"금속압형제품, 금속탱크, 산업기계"
158,,(주)디.엔.에스,강화군,인천광역시 강화군 선원면 대문고개로 15-6 ((주)디앤에스) 외 1필지,032-933-1966,55,29294,29294,주형 및 금형 제조업,
159,,농업회사법인(주)명천,강화군,인천광역시 강화군 강화읍 강화대로 217-35,032-933-2231,5,10611,10611,곡물 도정업,"초밥용 쌀, 잡곡 소포장"
160,,(주)햇님,강화군,인천광역시 강화군 선원면 철종외가길44번길 41,032-933-2936,26,10796,"10792, 10796, 21220, 21300",건강보조용 액화식품 제조업 외 3 종,"쑥엑기스, 쑥뜸"
161,,경인북부수산업협동조합,강화군,인천광역시 강화군 내가면 해안서로 840 (내가면),032-933-3401,25,10212,"10212, 10213, 10219",수산동물 건조 및 염장품 제조업 외 2 종,"수산동물 냉동품,냉장품, 저염젓갈"
162,,(주)진안종합식품,강화군,인천광역시 강화군 하점면 고려산로 89-7 외 2필지,032-933-4601,15,10301,"10301, 10302",김치류 제조업 외 1 종,단무지
163,,강화인삼협동조합,강화군,인천광역시 강화군 강화읍 동문로236번길 4-7,032-933-5001,12,10795,10795,인삼식품 제조업,인삼식품
164,,신봉정미소,강화군,인천광역시 강화군 하점면 신봉리 708-5번지,032-933-5123,2,10611,10611,곡물 도정업,쌀
165,,태영정미소,강화군,인천광역시 강화군 하점면 강화대로 1099 (태영정미소),032-933-5135,2,10611,10611,곡물 도정업,쌀가공
166,,중앙정미소,강화군,인천광역시 강화군 하점면 강화대로 1141 (중앙정미소),032-933-5213,1,10611,10611,곡물 도정업,쌀
167,,농업회사법인(주)나래식품농장,강화군,인천광역시 강화군 강화읍 강화대로157번길 45,032-933-5385,8,10795,"10792, 10795",인삼식품 제조업 외 1 종,"홍삼액, 쑥진액"
168,,농업회사법인(주)콩세알,강화군,인천광역시 강화군 양사면 배우개길69번길 27-13,032-933-5591,9,10794,10794,두부 및 유사식품 제조업,"두부, 묵류"
169,,주식회사 선거용품조합,강화군,인천광역시 강화군 하점면 강화대로1100번길 23,032-933-6220,1,18111,18111,경 인쇄업,선거용품
170,,(주)바이오벳,강화군,인천광역시 강화군 선원면 철종외가길17번길 12,032-933-6545,3,10801,"10801, 10802, 20312, 20313",배합 사료 제조업 외 3 종,생균제 및 토양미생물 제제
171,,진성기계,강화군,인천광역시 강화군 선원면 강화동로 992,032-933-6930,6,29169,"25112, 29169",기타 물품 취급장비 제조업 외 1 종,기계부품
172,,농업회사법인강화농가주식회사,강화군,인천광역시 강화군 교동면 교동서로340번길 116-17,032-933-8400,3,10711,10711,떡류 제조업,"떡국 떡, 떡볶이 떡"
173,,고려홍삼원(주),강화군,"인천광역시 강화군 송해면 강화대로833번길 38, (하도리 671) 외 6필지",032-933-8421,8,10795,10795,인삼식품 제조업,인삼식품
174,,(주)한스코리아,강화군,인천광역시 강화군 강화읍 충렬사로 103-17 외 1필지,032-933-9114,25,10730,"10613, 10730","면류, 마카로니 및 유사식품 제조업 외 1 종",쌀국수
175,,화진실업,강화군,인천광역시 강화군 내가면 고비고개로 701 (화진실업),032-933-9703,11,22241,"22241, 22249",운송장비 조립용 플라스틱제품 제조업 외 1 종,모터 냉각팬
176,,담소식품,강화군,인천광역시 강화군 송해면 전망대로 67-1,032-933-9855,4,10301,"10301, 10302",김치류 제조업 외 1 종,김치
177,,동주에이피주식회사,강화군,"인천광역시 강화군 강화읍 해안북로 105-20, (용정리 941-1)",032-934-0036,45,29133,"28119, 28123, 29133","탭, 밸브 및 유사장치 제조업 외 2 종",자동밸브
178,,강화군산림조합,강화군,인천광역시 강화군 선원면 중앙로 115,032-934-0789,10,10792,"10792, 10796, 10797",차류 가공업 외 2 종,"강화약쑥, 도라지 가공물"
179,,나무간판솔솔,강화군,인천광역시 강화군 송해면 전망대로 577,032-934-1196,2,33910,"32029, 33910",간판 및 광고물 제조업 외 1 종,"목재 안내판, 사인물"
180,,(주)찬우물,강화군,인천광역시 강화군 선원면 강화동로 990,032-934-1454,12,11111,"10792, 11111, 11209",탁주 및 약주 제조업 외 2 종,"탁주,쑥차,쑥음료"
181,,주식회사 우드피아,강화군,인천광역시 강화군 선원면 충렬사로73번길 47-10 B동,032-934-1787,4,25112,"16102, 25112",구조용 금속 판제품 및 공작물 제조업 외 1 종,"가공목재, 조경목 데크재, 목재디자인형울타리, 목재덱, 금속재파이프"
182,,주식회사 칠성에프앤비,강화군,인천광역시 강화군 선원면 냉정길48번길 45 (선원면),032-934-1997,8,10129,"10122, 10129, 10301, 10302",육류 기타 가공 및 저장처리업 (가금류 제외) 외 3 종,"돼지막창, 김치류, 소스류"
183,,대화기업,강화군,인천광역시 강화군 강화읍 충렬사로 77 (대화기업),032-934-2002,5,29241,29241,건설 및 채광용 기계장비 제조업,유공압 실린더
184,,주식회사 석모도농업회사법인,강화군,인천광역시 강화군 삼산면 삼산북로 762-20,032-934-2227,2,10611,10611,곡물 도정업,미곡
185,,한일직업사,강화군,인천광역시 강화군 강화읍 갑곳리 151-4번지,032-934-3057,3,13229,13229,기타 직물제품 제조업,면직물(기저귀)
186,,하도정미소,강화군,인천광역시 강화군 송해면 하도리 282번지,032-934-4305,1,10611,10611,곡물 도정업,쌀
187,,(주)에너지코리아,강화군,인천광역시 강화군 강화읍 해안북로 91 ((주)에너지코리아),032-934-5950,30,28512,"28512, 29172",가정용 전기 난방기기 제조업 외 1 종,천장형 원적외선 복사난방패널
188,,농업회사법인 강화도령 화문석주식회사,강화군,인천광역시 강화군 송해면 강화대로 891-10 외 1필지,032-934-6858,4,16300,16300,코르크 및 조물제품 제조업,"화문석, 돗자리"
189,,현대라이스위탁영농조합법인,강화군,인천광역시 강화군 송해면 대월로 370,032-934-7136,6,10611,10611,곡물 도정업,쌀
190,,강화군농협쌀조합공동사업법인,강화군,인천광역시 강화군 교동면 교동서로 108,032-934-7914,7,10611,10611,곡물 도정업,쌀(백미)
191,,강화군농협쌀조합공동사업법인,강화군,인천광역시 강화군 양도면 가능포로 166-13 외 3필지,032-934-7915,16,10611,"10611, 10802",곡물 도정업 외 1 종,쌀
192,,강화갯벌장어영어조합,강화군,인천광역시 강화군 내가면 중앙로 1277 (강화갯벌장어 영어조합법),032-934-8500,5,10219,10219,기타 수산동물 가공 및 저장 처리업,갯벌장어엑기스
193,,주식회사 뉴우성,강화군,인천광역시 강화군 선원면 선행리 198-13,032-934-8541,10,22232,22232,포장용 플라스틱 성형용기 제조업,"블로어금형제작, 사출, 플라스틱 생활용품"
194,,주식회사 대일산업,강화군,인천광역시 강화군 선원면 연동로 49 제1동,032-934-8632,5,32029,32029,기타 목재가구 제조업,목재가구
195,,농업회사법인 주식회사 수진식품,강화군,인천광역시 강화군 내가면 황청포구로333번길 46-7,032-934-8895,5,10309,10309,기타 과실ㆍ채소 가공 및 저장 처리업,"효소 과일쨈, 과일청"
196,,농업회사법인 주식회사 명성네이처,강화군,인천광역시 강화군 선원면 대문고개로 164,032-934-9210,5,10713,10713,과자류 및 코코아 제품 제조업,과자
197,,교동미쌀영농조합법인,강화군,인천광역시 강화군 교동면 교동북로221번길 29-7,032-934-9471,2,10611,10611,곡물 도정업,쌀
198,,주식회사에스엠팩,강화군,인천광역시 강화군 불은면 덕진로 96-7,032-937-0631,2,18119,18119,기타 인쇄업,그라비아 인쇄(식품포장지)
199,,화도농업협동조합,강화군,인천광역시 강화군 화도면 상방리 800번지,032-937-1181,2,10611,10611,곡물 도정업,쌀(지대미)
200,,라티스 주식회사,강화군,인천광역시 강화군 불은면 신현리 32-11번지 외 2필지,032-937-2709,13,32029,32029,기타 목재가구 제조업,일반가구
201,,주식회사 제일포리텍,강화군,인천광역시 강화군 불은면 덕진로 96-2,032-937-2901,6,22212,"22212, 22213, 28123",플라스틱 필름 제조업 외 2 종,"통기성 PE필름, 비통기성 PE필름, 전기 자동제어반"
202,,(주)파로마아트,강화군,인천광역시 강화군 불은면 강화동로 361-10,032-937-4252,22,32029,"32021, 32029",기타 목재가구 제조업 외 1 종,"목재가구, 주방가구"
203,,경민테크놀로지,강화군,인천광역시 강화군 불은면 강화동로 260-2,032-937-4412,10,29162,"29162, 29174, 29175",승강기 제조업 외 2 종,"산업용운반기계, 환경오염방지시설"
204,,농업회사법인 (주)삼흥,강화군,인천광역시 강화군 양도면 강화남로1030번길 40 (주)삼흥),032-937-4427,10,10795,"10301, 10302, 10309, 10795",인삼식품 제조업 외 3 종,"인삼, 홍삼액기스/인삼정과,절편/"
205,,푸른식품주식회사,강화군,"인천광역시 강화군 불은면 고능로 300, (고능리 1033-3) (총 2 필지) 외 1필지",032-937-4908,47,10743,"10742, 10743",장류 제조업 외 1 종,"초고추장, 명품다시"
206,,영농조합법인강화사자발약쑥,강화군,인천광역시 강화군 길상면 해안동로 157,032-937-5001,3,10792,10792,차류 가공업,강화사자발약쑥 진액
207,,동양기산 주식회사,강화군,인천광역시 강화군 불은면 고려왕릉로 364,032-937-5117,18,29193,29193,분사기 및 소화기 제조업,소화기
208,,주식회사 약석원 농업회사법인,강화군,인천광역시 강화군 양도면 인산리 62-15번지 외 1필지,032-937-5338,10,10751,"10751, 10759",도시락류 제조업 외 1 종,"즉석식품류,즉석밥,즉석죽"
209,,한수그린텍(주)강화지점,강화군,인천광역시 강화군 길상면 장흥로 185-10 (한수그린텍㈜) 외 1필지,032-937-5440,3,16102,"16102, 16103, 16229, 32099, 33302",표면 가공 목재 및 특정 목적용 제재목 제조업 외 4 종,"건축용목제품, 목재시설물 등"
210,,다이식품 제2공장,강화군,인천광역시 강화군 불은면 불은남로 204-27,032-937-5895,10,10713,10713,과자류 및 코코아 제품 제조업,"캔디,코코아"
