연번,분야,유형,필드코드,타입코드,분류코드,시도,시군구,시설명,분류,우편번호,주소,전화번호,경도,위도,정보
155,행정기관,주민자치센터,1,3,1003,인천광역시,강화군,송해면면사무소,144,23019,인천광역시 강화군 송해면 전망대로 29,032-930-4490,126.4630737,37.76468729,
156,행정기관,주민자치센터,1,3,1003,인천광역시,강화군,교동면면사무소,145,23002,인천광역시 강화군 교동면 교동동로 485-13,032-930-4500,126.2831007,37.78431729,
157,행정기관,주민자치센터,1,3,1003,인천광역시,강화군,삼산면면사무소,146,23005,인천광역시 강화군 삼산면 삼산북로 471번길15 ,032-930-4510,126.3210192,37.70361578,
158,행정기관,주민자치센터,1,3,1003,인천광역시,강화군,서도면면사무소,147,23008,인천광역시 강화군 서도면 주문도1길 16,032-930-4520,126.2392789,37.65049439,
159,행정기관,주민자치센터,1,3,1003,인천광역시,옹진군,북도면사무소,148,23114,인천광역시 옹진군 북도면 시도로 82,032-899-3410,126.4287587,37.53287601,
160,행정기관,주민자치센터,1,3,1003,인천광역시,옹진군,연평면사무소,149,23108,인천광역시 옹진군 연평면 연평중앙로 24번길 3,032-899-3450,125.7021793,37.66483544,
161,행정기관,주민자치센터,1,3,1003,인천광역시,옹진군,백령면사무소,150,23101,인천광역시 옹진군 백령면 백령로 278번길 61-2,032-899-3510,124.718502,37.97422437,
162,행정기관,주민자치센터,1,3,1003,인천광역시,옹진군,대청면사무소,151,23105,인천광역시 옹진군 대청면 대청로 19번길 59,032-899-3610,124.7122786,37.82534085,
163,행정기관,주민자치센터,1,3,1003,인천광역시,옹진군,덕적면사무소,152,23130,인천광역시 옹진군 덕적면 덕적북로 130,032-899-3710,126.1446936,37.22766981,
164,행정기관,주민자치센터,1,3,1003,인천광역시,옹진군,자월면사무소,153,23125,인천광역시 옹진군 자월면 자월서로 164,032-899-3750,126.3071485,37.25406406,
165,행정기관,주민자치센터,1,3,1003,인천광역시,옹진군,영흥면사무소,154,23119,인천광역시 옹진군 영흥면 영흥로 251번길 90,032-886-7800,126.4840807,37.25570102,
166,행정기관,직속기관,1,4,1004,인천광역시,서구,인재개발원,1,22711,인천광역시 서구 심곡로 98(심곡동 307),032-440-7656,126.6805463,37.541609,https://hrd.incheon.go.kr/homepage/index.domode=homepage
167,행정기관,직소기관,1,4,1004,인천광역시,중구,보건환경연구원,2,22320,인천광역시 중구 서해대로 471(신흥동2가 18-4),032-440-5423,126.6350224,37.4683039,https://www.incheon.go.kr/ecopia/index
168,행정기관,직속기관,1,4,1004,인천광역시,부평구,농업기술센터,3,21446,인천광역시 부평구 열우물로 8(십정동 417),032-427-5959,126.7007429,37.4686733,https://www.incheon.go.kr/agro/index
169,행정기관,직속기관,1,4,1004,인천광역시,부평구,인천소방학교,4,22711,인천 서구 심곡로100번길 8-13,032-930-5913,126.6842185,37.54079055,https://www.incheon.go.kr/119/index
170,행정기관,사업소,1,4,1004,인천광역시,미추홀구,상수도사업본부,5,22101,인천광역시 미추홀구 석정로 225(도화동 1000),032-120,126.66024,37.4686943,https://www.incheon.go.kr/water/index
171,행정기관,사업소,1,4,1004,인천광역시,남동구,도시철도건설본부,6,21510,인천광역시 남동구 경인로 674(간석동 67-2),032-451-2737,126.708634,37.4698215,https://www.incheon.go.kr/iurail/index
172,행정기관,사업소,1,4,1004,인천광역시,미추홀구,종합건설본부,7,22137,인천광역시 미추홀구 한나루로 607(도화동 421-18),032-120,126.6718481,37.4608747,https://www.incheon.go.kr/jonggeon/index
173,행정기관,사업소,1,4,1004,인천광역시,미추홀구,여성복지관,8,22144,인천광역시 미추홀구 경원대로864번길 24(주안동 946-1),032-425-1372,126.6910609,37.4598631,https://www.incheon.go.kr/wwc/index
174,행정기관,사업소,1,4,1004,인천광역시,연수구,여성의광장,9,21965,인천광역시 연수구 앵고개로 183(동춘동 920),032-815-7101,126.666186,37.4133079,https://www.incheon.go.kr/wp/index
175,행정기관,사업소,1,4,1004,인천광역시,남동구,문화예술회관,10,21569,인천광역시 남동구 예술로 149(구월동 1408),032-427-8401,126.7000558,37.4475894,https://www.incheon.go.kr/art/index
176,행정기관,사업소,1,4,1004,인천광역시,남동구,인천대공원사업소,11,21533,인천광역시 남동구 무네미로 236(장수동 산164),032-466-7282,126.7492905,37.4576932,https://www.incheon.go.kr/park/park030601
177,행정기관,사업소,1,4,1004,인천광역시,중구,월미공원사업소,12,22304,인천광역시 중구 월미로 329 (북성동1가 102-2),032-765-4133,126.5972222,37.4710012,https://www.incheon.go.kr/park/park030603
178,행정기관,사업소,1,4,1004,인천광역시,계양구,계양공원사업소,13,21043,인천광역시 계양구 경명대로 990(계산동 758-1),032-458-7170,126.7167144,37.543283,https://www.incheon.go.kr/park/park030605
179,행정기관,사업소,1,4,1004,인천광역시,남동구,미추홀도서관,14,21588,인천광역시 남동구 인주대로776번길 53(구월동 610-4),032-462-3900,126.7248702,37.4470472,https://www.michuhollib.go.kr/
180,행정기관,사업소,1,4,1004,인천광역시,연수구,시립박물관,15,21942,인천광역시 연수구 청량로160번길 26(옥련동 525),032-440-6750,126.6529675,37.4206692,https://www.incheon.go.kr/museum/index
181,행정기관,사업소,1,4,1004,인천광역시,미추홀구,송암미술관,16,22197,인천광역시 미추홀구 비류대로55번길 68(학익동 587-145),032-440-6770,126.6422179,37.4344161,https://www.incheon.go.kr/museum/MU020101
182,행정기관,사업소,1,4,1004,인천광역시,서구,검단선사박물관,17,22647,인천광역시 서구 고산후로121번길 7(원당동 824-11),032-440-6790,126.6986824,37.5944457,https://www.incheon.go.kr/museum/MU030101
183,행정기관,사업소,1,4,1004,인천광역시,중구,한국이민사박물관,18,22304,인천광역시 중구 월미로 329(북성동1가 102-2),032-440-4710,126.5972222,37.4710012,https://www.incheon.go.kr/museum/MU040101
184,행정기관,사업소,1,4,1004,인천광역시,연수구,인천도시역사관,19,22004,인천광역시 연수구 인천타워대로 238 (송도동 24-7),032-850-6018,126.6358893,37.3928131,https://www.incheon.go.kr/museum/MU050101
185,행정기관,사업소,1,4,1004,인천광역시,남동구,남촌농산물도매시장 관리사무소,20,21620,인천광역시 남동구 비류대로 763(남촌동 177-1),032-440-6970,126.7191708,37.422708,https://www.incheon.go.kr/gm/index
186,행정기관,사업소,1,4,1004,인천광역시,부평구,삼산농산물도매시장 관리사무소,21,21320,인천광역시 부평구 영성동로 46(삼산동 7-1),032-440-6450,126.7469293,37.5210869,https://www.incheon.go.kr/sm/index
187,행정기관,사업소,1,4,1004,인천광역시,옹진군,수산자원연구소,22,23121,인천광역시 옹진군 영흥면 영흥남로247번길 313(외리 248-5),032-883-0417,126.4562649,37.2269771,https://www.incheon.go.kr/fish/index
188,행정기관,사업소,1,4,1004,인천광역시,중구,수산기술지원센터,23,22332,인천광역시 중구 서해대로 374(신흥동3가 7-215),032-458-7455,126.6320412,37.4601182,https://www.incheon.go.kr/susan/index
189,행정기관,사업소,1,4,1004,인천광역시,중구,아동복지관,24,22328,인천광역시 중구 참외전로 246(도원동7-1) 인천축구전용경기장 내 북쪽 썬큰광장,032-434-6436,126.6426214,37.4673938,https://www.incheon.go.kr/cwc/index
190,행정기관,사업소,1,4,1004,서울특별시,영등포구,중앙협력본부(서울사무소),25,22328,"서울특별시 영등포구 국회대로68길 18, 705호",02-782-0617,126.9197646,37.52853649,https://www.incheon.go.kr/IC040216
191,행정기관,사업소,1,4,1004,세종특별자치시,,중앙협력본부(세종사무소),26,22328,세종특별자치시 갈매로 358 지방자치회관 4층 인천세종사무소,044-868-8627,127.2631201,36.49420643,https://www.incheon.go.kr/IC040216
192,행정기관,출장소,1,5,1005,인천광역시,연수구,경제자유구역청,999,22004,인천광역시 연수구 아트센터대로 175(송도동 24-4),032-120,126.6337952,37.3957476,www.ifez.go.kr
193,행정기관,무인민원발급,1,6,1006,인천광역시,강화군,강화군청,999,23031,인천광역시 강화군 강화읍 강화대로 394 강화군청 민원실 (관청리 163),032-930-3246,126.4878611,37.7461165,
194,행정기관,무인민원발급,1,6,1006,인천광역시,강화군,강화읍사무소,999,23032,인천광역시 강화군 강화읍 강화대로 440번길 10 강화읍 사무소 내 (관청리 552),032-930-4404,126.4835173,37.7481487,
195,행정기관,무인민원발급,1,6,1006,인천광역시,강화군,교동면사무소,999,23002,인천광역시 강화군 교동면 교동동로 485-13 교동면 사무소 내 (대룡리 11-43),032-930-4181,126.2831007,37.7843173,
196,행정기관,무인민원발급,1,6,1006,인천광역시,강화군,길상면사무소,999,23050,인천광역시 강화군 길상면 강화동로 15 길상면 사무소 내 (온수리 502-3),032-930-4434,126.491126,37.6402077,
197,행정기관,무인민원발급,1,6,1006,인천광역시,강화군,내가면사무소,999,23018,인천광역시 강화군 내가면 강화서로 249 내가면 사무소 내 (고천리 797-1),032-930-4267,126.389714,37.7197444,
198,행정기관,무인민원발급,1,6,1006,인천광역시,강화군,선원면사무소,999,23043,인천광역시 강화군 선원면 대문고개로 22 선원면 사무소 내 (금월리 235-1),032-930-4411,126.4846672,37.7135106,
199,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,계산1동 행정복지센터,999,21054,인천광역시 계양구 향교로 24 계산1동 청사 입구(서쪽) (계산동 972-1),032-450-5204,126.7213436,37.5395979,
200,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,계산2동 행정복지센터,999,21040,인천광역시 계양구 주부토로 559 계산2동 청사 주차장 앞 (계산동 920),032-450-5204,126.72814,37.5442066,
201,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,계산3동 행정복지센터,999,21059,인천광역시 계양구 계산새로 7 계산3동 청사 입구(동쪽) (계산동 480-7),032-450-5204,126.7289785,37.5377349,
202,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,계산4동 행정복지센터,999,21071,인천광역시 계양구 용종로 12-8 계산4동 청사 주차장 내 (계산동 1086-1),032-450-5204,126.741704,37.5345669,
203,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,계산새마을금고 귤현지점,999,21016,인천광역시 계양구 양지로 138 계산새마을금고 귤현지점 ATM기기 앞 (귤현동 497-9),032-450-5204,126.7486454,37.5673016,
204,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,계양1동 행정복지센터,999,21007,인천광역시 계양구 장기서로 8 계양1동 청사 입구(서쪽) (장기동 130),032-450-5204,126.7339008,37.5767092,
205,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,계양2동 행정복지센터,999,21034,인천광역시 계양구 장제로 853 계양2동 청사 입구(서쪽) (임학동 69-23),032-450-5204,126.7370311,37.54378,
206,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,계양3동 행정복지센터,999,21018,인천광역시 계양구 양지로 31 계양3동 청사 입구(서쪽) (동양동 607-2),032-450-5204,126.7548992,37.5615784,
207,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,계양구청,999,21067,인천광역시 계양구 계산새로 88 계양구청 1층 로비 내(신한은행 앞) (계산동 1079-1),032-450-5204,126.73776,37.5374404,
208,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,계양농협 병방지점,999,21028,인천광역시 계양구 장제로 908 농협 옆문 옥외(서쪽) (병방동 434-1),032-450-5204,126.7410336,37.5475305,
209,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,계양역,999,21015,인천광역시 계양구 다남로 24 계양역 서울방향 환승통로 정면 (귤현동 451-264),032-450-5204,126.7360233,37.571609,
210,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,구립은행나무 어린이집,999,21049,인천광역시 계양구 어사대로 4 어린이집 입구 옥외(동쪽) (계산동 944-12),032-450-5204,126.7244553,37.542915,
211,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,박촌역,999,21022,인천광역시 계양구 장제로 992 박촌역 4번출구 지하역사 내 (박촌동 101-8),032-450-5204,126.7449305,37.5535788,
212,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,북인천세무서,999,21120,인천광역시 계양구 효서로 244 민원봉사실 입구(동쪽) (작전동 422-1),032-450-5204,126.7232385,37.5276924,
213,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,인천어린이과학관,999,21024,인천광역시 계양구 방축로 21 인천어린이과학관 입구(동쪽) (방축동 108-1),032-450-5204,126.7399489,37.5515717,
214,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,작전1동 행정복지센터,999,21085,인천광역시 계양구 봉오대로 727 작전1동 청사 입구(동쪽) (작전동 231-1),032-450-5204,126.7296971,37.5308003,
215,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,작전2동 행정복지센터,999,21089,인천광역시 계양구 봉오대로 677번길 23 작전2동 청사 입구(동쪽) (작전동 854-11),032-450-5204,126.7239094,37.5329156,
216,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,작전서운동 행정복지센터,999,21125,인천광역시 계양구 효서로 361 작전서운동 청사 입구(동쪽) (작전동 918-2),032-450-5204,126.7364234,37.5281039,
217,행정기관,무인민원발급,1,6,1006,인천광역시,계양구,작전역,999,21091,인천광역시 계양구 계양대로 73 작전역 1번출구 지하역사 내 (작전동 878),032-450-5204,126.7225698,37.530312,
